광고소재명,광고소재등록일,광고소재초수,대업종 분류,중업종 분류,소업종 분류,광고주명,광고회사명,광고제작사,실제재생초수,AISAC_URL
엔와이푸드 : 뉴욕버거 본편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치",주식회사엔와이푸드,메가존(주),(주)원더랩,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860455H01_1_24-TH-07-509
"삼성전자 Galaxy CtS : 이제는, 누구나 천재모드 ON편",2024-07-17,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860460H01_1_24-TH-07-513
롯데지알에스 롯데리아 리아불고기 : GO RIA편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치",롯데지알에스주식회사,(주)대홍기획,대홍기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860473H01_1_24-TX-07-035
롯데지알에스 롯데리아 리아불고기 : GO RIA편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치",롯데지알에스주식회사,(주)대홍기획,대홍기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860473H01_1_24-TX-07-035
아이더스에프앤비 푸라닥치킨 : 띱띱크런치편,2024-07-17,15.0,식품,식품기타,식품기타,(주)아이더스에프앤비,(주)제일기획,러브앤드머니,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860464H01_1_24-TH-07-514
경기도청 기후행동 기회소득 : 기후에 진심편,2024-07-17,30.0,관공서및단체,중앙및지방관공서,지방자치단체,경기도청,(주)디렉터마켓,디렉터마켓,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860465H01_1_24-TH-07-516
롯데지알에스 롯데리아 리아불고기 : GO RIA편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치",롯데지알에스주식회사,(주)대홍기획,대홍기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860473H01_1_24-TX-07-035
롯데지알에스 롯데리아 리아불고기 : GO RIA편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치",롯데지알에스주식회사,(주)대홍기획,대홍기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860473H01_1_24-TX-07-035
삼성전자 Galaxy Flexcam : 인생 사진 카메라편,2024-07-17,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862707H01_1_24-TH-09-129
삼성전자 Galaxy Flexcam : 인생 사진 카메라편,2024-07-17,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862707H01_1_24-TH-09-129
잇츠그릭 IT'S GREEK : 건강한 하루의 시작편,2024-07-17,20.0,식품,유제품,유제품기타,잇츠그릭,(주)우일기획,크리에이티브 몬스터,,
프리드라이프 소비자 만족도 1위 : 장례도 1위답게편,2024-07-17,15.0,서비스,개인서비스,경조서비스,(주)프리드라이프,미디어브랜즈코리아 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860452H01_1_24-TH-07-506
프리드라이프 소비자 만족도 1위 : 장례도 1위답게편,2024-07-17,15.0,서비스,개인서비스,경조서비스,(주)프리드라이프,미디어브랜즈코리아 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860452H01_1_24-TH-07-506
프리드라이프 소비자 만족도 1위 : 장례도 1위답게편,2024-07-17,15.0,서비스,개인서비스,경조서비스,(주)프리드라이프,미디어브랜즈코리아 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860452H01_1_24-TH-07-506
던롭스포츠코리아 스릭슨 : 이제 너의 공이다편,2024-07-17,15.0,가정용품,"취미,레저용품",골프용품,던롭스포츠코리아주식회사,주식회사 에이치에스애드,브라보,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860491H01_1_24-TH-07-528
어댑트 푸드올로지 : 파란통 이벤트편,2024-07-17,15.0,식품,건강식품,다이어트식품,주식회사어댑트(adaptInc.),(주)제일기획,(주)앨리스퀘어크리에이티브,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860489H01_1_24-TH-07-527
지바이크 GCOO : 일상의 지도를 다시 그리다편,2024-07-17,15.0,서비스,스포츠및오락시설,스포츠및오락시설기타,주식회사지바이크,주식회사 쿤스트코어,쿤스트코어,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/863070H01_1_24-TH-09-356
유토개발2차 분양 안내 : 힐스테이트 도안리버파크편,2024-07-17,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타",주식회사유토개발2차,(주)클리프커뮤니케이션,스밈사운드,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860486H01_1_24-TH-07-526
유토개발2차 분양 안내 : 힐스테이트 도안리버파크편,2024-07-17,30.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타",주식회사유토개발2차,(주)클리프커뮤니케이션,스밈사운드,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860486H01_1_24-TH-07-526
삼성전자 Galaxy Flexcam : 인생 사진 카메라편,2024-07-17,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862707H01_1_24-TH-09-129
삼성전자 Galaxy Flexcam : 인생 사진 카메라편,2024-07-17,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862707H01_1_24-TH-09-129
프리드라이프 소비자 만족도 1위 : 장례도 1위답게편,2024-07-17,30.0,서비스,개인서비스,경조서비스,(주)프리드라이프,미디어브랜즈코리아 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860452H01_1_24-TH-07-506
프리드라이프 소비자 만족도 1위 : 장례도 1위답게편,2024-07-17,30.0,서비스,개인서비스,경조서비스,(주)프리드라이프,미디어브랜즈코리아 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860452H01_1_24-TH-07-506
프리드라이프 소비자 만족도 1위 : 장례도 1위답게편,2024-07-17,30.0,서비스,개인서비스,경조서비스,(주)프리드라이프,미디어브랜즈코리아 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860452H01_1_24-TH-07-506
프리드라이프 : 쉴낙원편,2024-07-17,15.0,서비스,개인서비스,경조서비스,(주)프리드라이프,미디어브랜즈코리아 주식회사,(주)에스엠컬처앤콘텐츠 광고사업부문,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860454H01_1_24-TH-07-507
월트디즈니컴퍼니코리아 데드풀과 울버린 : 컴온편,2024-07-17,15.0,서비스,서비스기타,서비스기타,월트디즈니컴퍼니코리아유한책임회사,레오버넷(주),레오버넷,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860457H01_1_24-TX-07-033
지바이크 GCOO : 이동의 사작 여자편,2024-07-17,15.0,서비스,스포츠및오락시설,스포츠및오락시설기타,주식회사지바이크,주식회사 쿤스트코어,쿤스트코어,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860495H01_1_24-TH-07-546
메르세데스벤츠코리아 벤츠 S-Class : 될 뿐이다편,2024-07-17,30.0,수송기기,수입자동차,수입승용차,메르세데스벤츠코리아주식회사,주식회사 에이치에스애드,버튼크리에이티브,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860456H01_1_24-TH-07-508
지바이크 GCOO : 이동의 사작 남자편,2024-07-17,15.0,서비스,스포츠및오락시설,스포츠및오락시설기타,주식회사지바이크,주식회사 쿤스트코어,쿤스트코어,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860497H01_1_24-TH-07-545
던롭스포츠코리아 스릭슨 볼 : 스핀편,2024-07-17,15.0,가정용품,"취미,레저용품",골프용품,던롭스포츠코리아주식회사,주식회사 에이치에스애드,브라보,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860490H01_1_24-TH-07-529
던롭스포츠코리아 스릭슨 볼 : 스핀편,2024-07-17,15.0,가정용품,"취미,레저용품",골프용품,던롭스포츠코리아주식회사,주식회사 에이치에스애드,브라보,,
롯데지알에스 롯데리아 리아불고기 : 어때 A재수정편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치",롯데지알에스주식회사,(주)대홍기획,대홍기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860492H01_1_24-TX-07-041
경기도청 기후행동 기회소득 캠페인 : 돈 벌자편,2024-07-17,30.0,관공서및단체,중앙및지방관공서,지방자치단체,경기도청,(주)디렉터마켓,디렉터마켓,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860467H01_1_24-TH-07-515
삼성전자 갤럭시워치7 : 울트라 한계편,2024-07-17,30.0,가정용전기전자,가정용전기전자기타,가정용전기전자기타,삼성전자(주),(주)제일기획,키노플로우,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860468H01_1_24-TH-07-518
롯데지알에스 롯데리아 리아불고기 : 어때 A수정편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치",롯데지알에스주식회사,(주)대홍기획,대홍기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860472H01_1_24-TX-07-036
삼성전자 갤럭시Z폴더블6 : 유럽 방울새편,2024-07-17,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860461H01_1_24-TH-07-512
롯데지알에스 롯데리아 리아불고기 : 어때 A편,2024-07-17,15.0,식품,제빵,"햄버거,피자및샌드위치",롯데지알에스주식회사,(주)대홍기획,대홍기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860483H01_1_24-TX-07-039
유토개발2차 힐스테이트 도안리버파크 : 그랜드오픈편,2024-07-17,15.0,"건설,건재및부동산","건설,건재및부동산기타","건설,건재및부동산기타",주식회사유토개발2차,(주)클리프커뮤니케이션,스밈사운드,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860487H01_1_24-TH-07-525
명인제약 이가탄 : 다릅니다 김지호 엔딩편,2024-07-16,15.0,제약및의료,"이비인후,치과및안과용제","이비인후,치과및안과용제기타",명인제약(주),,,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860426H01_1_24-HC-07-067
명인제약 이가탄 : 다릅니다 전광렬 엔딩편,2024-07-16,15.0,제약및의료,"이비인후,치과및안과용제","이비인후,치과및안과용제기타",명인제약(주),,,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860426H01_1_24-HC-07-067
삼성전자 갤럭시Z폴더블6 : 와우편,2024-07-16,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860824H01_1_24-TH-07-792
삼성전자 갤럭시Z폴더블6 : 와우편,2024-07-16,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860824H01_1_24-TH-07-792
삼성전자 갤럭시Z폴더블6 : 와우편,2024-07-16,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860824H01_1_24-TH-07-792
삼성전자 갤럭시Z폴더블6 : 도전해볼께요편,2024-07-16,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860826H01_1_24-TH-07-794
삼성전자 갤럭시Z폴더블6 : 도전해볼께요편,2024-07-16,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860826H01_1_24-TH-07-794
케이티 KT 가족결합 : 붙어주세요편,2024-07-16,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860402H01_1_24-TH-07-468
케이티 KT 가족결합 : 붙어주세요편,2024-07-16,30.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860402H01_1_24-TH-07-468
재규어랜드로버코리아 레인지로버 : 존재편,2024-07-16,15.0,수송기기,승용자동차,지프,주식회사재규어랜드로버코리아,옴니콤미디어그룹코리아(주),(주)씨와이크리에이티브그룹,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860428H01_1_24-TH-07-481
엔와이푸드 뉴욕버거 : 패티지편,2024-07-16,30.0,식품,제빵,"햄버거,피자및샌드위치",주식회사엔와이푸드,메가존(주),(주)원더랩,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860432H01_1_24-TH-07-485
어댑트 푸드올로지 : 결정하세요편,2024-07-16,15.0,식품,건강식품,다이어트식품,주식회사어댑트(adaptInc.),(주)제일기획,(주)앨리스퀘어크리에이티브,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/863606H01_1_24-TH-09-739
어댑트 푸드올로지 : 결정하세요편,2024-07-16,15.0,식품,건강식품,다이어트식품,주식회사어댑트(adaptInc.),(주)제일기획,(주)앨리스퀘어크리에이티브,,
전라남도청 교통안전캠페인 : 차만손편,2024-07-16,20.0,관공서및단체,중앙및지방관공서,지방자치단체,전라남도청,,,20.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860398H01_1_24-HC-07-063
농협손해보험 NH가성비굿건강보험 : 너 있다편,2024-07-16,15.0,"금융,보험및증권",금융및보험,손해보험,농협손해보험주식회사,(주)딥다이브컴퍼니,(주)딥다이브컴퍼니,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860404H01_1_24-TH-07-471
한국코카콜라 파워에이드 : 포즈 황선우편,2024-07-16,15.0,음료및기호식품,비알콜음료,스포츠음료,한국코카콜라유한회사,(주)캐러트코리아,오길비코리아,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860411H01_1_24-TH-07-479
케이티 KT 가족결합 : 붙어주세요편,2024-07-16,15.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860402H01_1_24-TH-07-468
케이티 KT 가족결합 : 붙어주세요편,2024-07-16,15.0,컴퓨터및정보통신,통신망,이동통신,(주)케이티,(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860402H01_1_24-TH-07-468
농협손해보험 NH농협손해보험 : 좋은 말 수정편,2024-07-16,30.0,"금융,보험및증권",금융및보험,손해보험,농협손해보험주식회사,(주)딥다이브컴퍼니,(주)딥다이브컴퍼니,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860391H01_1_24-TH-07-458
농협은행 NH올원뱅크 : 없나요편,2024-07-16,30.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860395H01_1_24-TH-07-461
농협은행 NH올원뱅크 : 없나요편,2024-07-16,30.0,"금융,보험및증권",금융및보험,은행,농협은행주식회사,(주)딥다이브컴퍼니,뮤지엄컨텐츠,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860395H01_1_24-TH-07-461
삼성전자 갤럭시Z폴더블6 : 와우편,2024-07-16,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860824H01_1_24-TH-07-792
삼성전자 갤럭시Z폴더블6 : 와우편,2024-07-16,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860824H01_1_24-TH-07-792
삼성전자 갤럭시Z폴더블6 : 와우편,2024-07-16,15.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,15.02,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/860824H01_1_24-TH-07-792
삼성전자 갤럭시 Z 플립6 : 통역편,2024-07-16,30.0,컴퓨터및정보통신,통신기기,휴대폰,삼성전자(주),(주)제일기획,제일기획,30.03,https://aisac.kobaco.co.kr/site/main/advideo/video/uu/862129H01_1_24-TH-08-618
